timestamp,batch_id,growth_stage,yield_count,humidity,temp_envi,temp_water,tds,ec,lux,ppfd,reflect_445,reflect_480,ph
2025-05-31 01:00:00,1,Seed Sowing,6,73.26726450837317,23.157836705454777,21.768293174068884,619.0547373887582,948.6560051175634,35.602204719396404,4.6677748207389005,2.109759944313087,2.7166552540885704,6.2618105819044505
2025-05-31 02:00:00,1,Seed Sowing,6,72.80228198035607,23.019985383467784,21.683765178553198,620.3452351839575,948.3361440583252,15.614110909223406,3.6070895597105768,2.1714412934590728,1.2931760125501885,6.258729587825507
2025-05-31 03:00:00,1,Seed Sowing,6,74.02250923886795,23.172432369180267,21.597767891766885,619.5404048627917,951.4962817644068,0.2000887479799096,3.533816346056467,1.4352439431300634,1.0426822032408587,6.2698707523351445
2025-05-31 04:00:00,1,Seed Sowing,6,73.0049508973691,23.08369055135442,21.757831781728676,619.7584177732056,948.6522715445487,46.20821787894941,1.819409853790102,2.0491290595653666,2.716902345313364,6.2661642567034015
2025-05-31 05:00:00,1,Seed Sowing,6,74.37773743401146,22.9572848057139,21.52733846921516,620.0307304189158,948.0649769808974,43.03119720622449,2.7889370051224205,2.4352513954070845,2.1038748660511923,6.268538467536899
2025-05-31 06:00:00,1,Seed Sowing,6,71.93317538735074,26.159695932103702,24.851384831447053,620.7589207219439,951.9592486112421,9386.104729273564,154.6202508004826,1.028165372532765,1.3385432070652101,6.269323717466807
2025-05-31 07:00:00,1,Seed Sowing,6,71.07663164593849,25.99465092179456,24.374046057326563,619.4443996256567,951.2386038601231,10739.923196174272,177.135688948336,2.492882703108503,2.457844585152267,6.261550334872602
2025-05-31 08:00:00,1,Seed Sowing,6,72.29806381191759,26.046798677568145,24.716556310551876,619.7929363274104,950.632904022752,12303.388928282839,202.8654053719387,1.2673387473090258,1.3629711383902492,6.25669438606677
2025-05-31 09:00:00,1,Seed Sowing,6,71.86742167373268,26.12312344782803,24.702094850210905,620.8138754511924,948.1495390584172,13706.838025054638,226.70590926757353,1.9514890863313978,2.631472522547734,6.269895955692512
2025-05-31 10:00:00,1,Seed Sowing,6,71.125767370343,25.962439807176608,24.551716274023583,619.6648051116176,949.7494996785256,15026.109463771778,251.21824035818767,2.5934946560322656,2.2694631652180757,6.266682515992506
2025-05-31 11:00:00,1,Seed Sowing,6,72.67998819252534,26.01700506074185,24.517817771550213,619.725459598259,951.7846388209163,16617.395095944037,276.1113740440076,2.9283577271480583,1.9830714815503208,6.264607201720066
2025-05-31 12:00:00,1,Seed Sowing,6,70.524889818042,29.537278657612653,28.0620086556011,619.5347729522298,949.1825344406541,17991.672534323065,296.7541028956127,1.9155411565620688,2.421391313629329,6.253720371197545
2025-05-31 13:00:00,1,Seed Sowing,6,70.57265402752074,29.581766768311244,28.123457253210194,620.5498250502633,948.2186874228901,16479.700728966905,276.6239305020883,2.0770437444624648,2.7106084710777867,6.267450229026754
2025-05-31 14:00:00,1,Seed Sowing,6,70.25477284347957,29.453415111272143,27.98536920588956,620.8816864729051,951.3290100164702,15182.52378328537,252.76037176292596,2.8906579685516536,1.0473325623610839,6.261085462525656
2025-05-31 15:00:00,1,Seed Sowing,6,70.23935598998833,29.60064946987285,28.06097804936558,620.3401965433734,951.8229452217231,13685.028387966351,227.13888886286963,2.568865563650334,1.3850220533998592,6.255706128675564
2025-05-31 16:00:00,1,Seed Sowing,6,70.73450204551283,29.536242802423622,28.133065166346825,620.7422771214545,951.5329521075548,12155.878072761487,205.47443981417916,2.3186902635752022,2.6494890492987273,6.250476246886775
2025-05-31 17:00:00,1,Seed Sowing,6,70.69377721265332,29.36498534055996,27.891831740528875,619.6021527079289,949.4668357092762,10789.816224108781,182.51061057847224,2.0063381358220145,1.032349881282386,6.253952373950962
2025-05-31 18:00:00,1,Seed Sowing,6,71.97905707183617,26.481184203752232,24.795686010154252,620.1135528051277,948.9625783247363,19435.040907168262,322.8786691722519,2.724242211633354,2.1030210204468944,6.258493571547149
2025-05-31 19:00:00,1,Seed Sowing,6,71.68130605876061,26.570168632314658,25.083382250958465,620.9385770589726,950.530303645459,19521.59575406562,316.8032057813994,2.6338559071973595,2.437082518933324,6.261788589634511
2025-05-31 20:00:00,1,Seed Sowing,6,72.55900456766062,26.649772208223265,25.207969755904035,619.9764087299352,949.6206323559454,19358.838519776284,315.985903277238,1.1169626104190735,1.5148606384825423,6.26699703620751
2025-05-31 21:00:00,1,Seed Sowing,6,71.00747285774125,26.320874057116427,24.65155174111569,619.8674761519418,950.2035086806561,19455.749577297203,315.3206669546534,1.847178639531749,1.2963707888035891,6.255935806530007
2025-05-31 22:00:00,1,Seed Sowing,6,71.22690874633975,26.551785348040106,24.89157282880585,619.6003890892957,948.7243732974439,26.11204732648411,2.6050613364218487,1.119372978329116,2.2507771007599384,6.269978237308122
2025-05-31 23:00:00,1,Seed Sowing,6,71.35410524512733,26.682207425304668,24.998059414030003,620.2972040985044,949.1221430552129,12.757566658558622,3.7722665562082867,2.2377599682192955,1.7950305207233905,6.265784915471039
2025-06-01 00:00:00,1,Seed Sowing,6,77.61525888478397,24.58573211746053,22.944350304205557,635.8112867769377,974.5397900146354,10.17129973753536,2.961574465094255,2.4292482740393195,2.727883191255899,6.235278833175775
2025-06-01 01:00:00,1,Seed Sowing,6,77.56752032406543,24.59457333678029,23.26580010610917,635.7656931232581,976.7580556965471,3.965353933121235,0.9671333795007864,2.996574853583456,1.9636493377261546,6.239752771895859
2025-06-01 02:00:00,1,Seed Sowing,6,77.35713100681794,24.39179088511236,22.949017877091272,634.2810378044037,976.5608766942454,21.12317652326492,2.9184953847387805,1.2104593637243712,1.5269115249193448,6.222305286573526
2025-06-01 03:00:00,1,Seed Sowing,6,78.30292521373536,24.649001656912034,23.205746236999044,635.876903201645,973.0549085906283,0.5890551429753588,0.8694774799294391,1.5384461811901995,2.046227758957165,6.238574898013004
2025-06-01 04:00:00,1,Seed Sowing,6,77.73406542958347,24.68971071864836,23.177259591746456,635.8951349515592,975.370816426225,23.446845302457888,2.456846144951461,2.1097628182408625,1.0116551919300198,6.238182624651319
2025-06-01 05:00:00,1,Seed Sowing,6,78.71602098925162,24.369637048249828,22.6906518693944,635.2703897146442,974.7577800945382,10.91833849645482,2.7398855145139747,1.0633182998141901,2.3049073774446667,6.233236876917445
2025-06-01 06:00:00,1,Seed Sowing,6,75.52378706108149,27.406415955130047,25.779701207790872,634.3613620211329,976.1684692720388,9370.080529837283,160.9618832655553,1.0844735230566322,2.2365256787291843,6.224281488582495
2025-06-01 07:00:00,1,Seed Sowing,6,76.09852649631749,27.46072539508529,26.023970367462734,635.4827474427171,973.21900608263,10888.24897719435,182.66317590515055,2.01790337456542,2.9111935278115606,6.220808499419031
2025-06-01 08:00:00,1,Seed Sowing,6,76.41219861174707,27.60413482906133,26.241533361415925,634.162245582468,974.5882393317207,12302.013368478127,203.41176941976934,2.4525832339037774,2.792633014604213,6.230719010121281
2025-06-01 09:00:00,1,Seed Sowing,6,75.87184036235439,27.387851320128973,25.88830800943452,635.1075712594876,975.0056805723437,13776.589489890373,225.795468877264,2.8413725363593514,1.3219323825760048,6.238709223052688
2025-06-01 10:00:00,1,Seed Sowing,6,76.49012233192363,27.63186610237841,26.00364345880435,634.7338085453862,975.7199453047957,15087.241307166501,249.8427156979704,2.0081058958769544,1.479673981539343,6.22846646813958
2025-06-01 11:00:00,1,Seed Sowing,6,75.9410552050247,27.467261059439195,26.115824912630277,635.0287968245342,973.3748755769333,16487.245658396736,278.15291758616644,2.357898980571128,1.5327658753509568,6.230209822505472
2025-06-01 12:00:00,1,Seed Sowing,6,74.49096694310627,30.838131647260585,29.384213490277467,634.6571632031572,974.739034016199,17998.988857081684,299.0281952180387,2.728971216838398,1.4256835892711344,6.221448560883407
2025-06-01 13:00:00,1,Seed Sowing,6,74.49622787230282,31.092913259151363,29.486526264366354,634.6353758664654,974.2614722854862,16571.319554397047,273.41163129230995,1.1391591391455171,1.758602743045431,6.223765410375518
2025-06-01 14:00:00,1,Seed Sowing,6,74.08061219886612,30.934398598059207,29.560809555647822,634.634722869186,973.5188885557833,15165.80120815686,254.8390500458619,2.9318861539600016,1.3772034685759653,6.238449987077815
2025-06-01 15:00:00,1,Seed Sowing,6,74.84995155228543,30.985772076141373,29.628790120230217,634.4678802663907,975.0675556159727,13629.293323683152,228.93575040550218,1.6079913114148434,1.5726844499877133,6.238737332146988
2025-06-01 16:00:00,1,Seed Sowing,6,75.39955443869881,31.054805860532188,29.612468748966474,634.14203649016,976.4370418106471,12185.223955388667,207.12545044092235,2.0011006027337697,1.5431149128226962,6.223907590500072
2025-06-01 17:00:00,1,Seed Sowing,6,74.80415614874185,30.82808572033229,29.40525478521639,635.0958521929721,975.2092220870185,10862.564204962557,175.89739392251926,2.3956942314669267,1.753759389576789,6.220082081051771
2025-06-01 18:00:00,1,Seed Sowing,6,75.97915836357966,28.098013228621056,26.791901806559082,634.2159039069868,975.6630542055827,19471.310822799845,320.46376678555356,1.2163349303604964,2.0869516897241196,6.233186756793605
2025-06-01 19:00:00,1,Seed Sowing,6,75.3194887222358,27.863262172205012,26.42445247112569,634.4547154042349,974.6352247278204,19342.8997156884,321.4756902609837,2.4620527038930735,2.432984613834286,6.222263018952078
2025-06-01 20:00:00,1,Seed Sowing,6,76.48650421483026,27.920922961438603,26.308635066049543,635.0716629103355,973.819010864879,19522.893726082646,316.57001889107016,2.1219862177062296,2.5979009431423385,6.235377902041201
2025-06-01 21:00:00,1,Seed Sowing,6,75.3497991690031,28.16919327064893,26.570893308527864,635.7166470938233,975.1423124087028,19322.657250368997,321.3205556029519,1.9068224841655679,1.834112746234547,6.235992672335063
2025-06-01 22:00:00,1,Seed Sowing,6,76.09245828229527,27.896422517757216,26.2934215804346,634.5147762655438,976.2941164884671,23.323008281145775,4.558362366813696,2.321212214327308,1.8253646689787253,6.233503959418924
2025-06-01 23:00:00,1,Seed Sowing,6,75.27476909013575,27.955910998153698,26.274999204353854,634.5396655101171,974.4482791199212,6.792756878109052,0.6351606675508742,1.2472334872284088,2.6877363213978644,6.238580826343004
2025-06-02 00:00:00,1,Seed Sowing,6,77.13942671001645,24.614785094971516,23.202176208746383,649.1788064607285,1001.0468008879296,32.785863668915255,4.682255163701424,1.2117669754377653,1.2780199128547267,6.20441133610751
