humidity,temp_envi,temp_water,tds,ec,lux,ppfd,reflect_445,reflect_480,ph,timestamp,growth_stage,yield_count,batch_id
84.43804809440199,23.28421734272996,22.20808213279825,628.9722515397756,0.9823078118278505,822.575172448684,205.92984759006964,0.32542189483865774,0.23004430199084117,6.028725289068206,2025-04-13 00:00:00,Seed Sowing,0,Batch_001
84.60121650518799,23.42794419015777,22.20732583497938,629.5531333515199,0.9832202406368656,820.8243381101474,206.71347966075862,0.32527945809887726,0.2307951892464356,6.022091027116323,2025-04-13 00:05:00,Seed Sowing,0,Batch_001
84.75938949636965,23.578877161476917,22.1984160787573,630.2370291002615,0.9842971794917421,818.7809076831794,207.64473651898217,0.3251280692775396,0.23197016830891054,6.014225031536079,2025-04-13 00:10:00,Seed Sowing,0,Batch_001
84.91109443892087,23.73477190231795,22.180654180736468,631.0315318446746,0.9855509390271772,816.42592858226,208.73482110410447,0.32496752918712246,0.23392292975239495,6.005032552114852,2025-04-13 00:15:00,Seed Sowing,0,Batch_001
85.05533766737892,23.941196535618168,22.16727225847015,631.8712688140337,0.9868750511307873,813.9150560796927,209.88697777624571,0.3247972931614645,0.2359211051432156,5.995337250955317,2025-04-13 00:20:00,Seed Sowing,0,Batch_001
85.1918931636368,24.188205295674564,22.15438297258901,632.7782506641122,0.9883052090692469,811.1934334947574,211.13357779433449,0.3246169049987394,0.23710141663025372,5.9848650201639115,2025-04-13 00:25:00,Seed Sowing,0,Batch_001
85.31987103687133,24.31202946543371,22.125352117263823,633.4306147973733,0.9893352687483895,808.2544767568716,212.01835784220674,0.3244257822894691,0.23768632736986536,5.977211994763521,2025-04-13 00:30:00,Seed Sowing,0,Batch_001
85.43744520127261,24.302829035935112,22.07993301599462,633.7897816490465,0.9899041659694715,805.1090477146412,212.4861690543077,0.3242233847168444,0.23743664585844362,5.972818870129281,2025-04-13 00:35:00,Seed Sowing,0,Batch_001
85.54232145806179,24.2317886935032,22.023195682003394,634.0235258176303,0.9902765204900881,801.7159924538153,212.77568595994785,0.3240100015313498,0.23665369811979406,5.969790225544251,2025-04-13 00:40:00,Seed Sowing,0,Batch_001
85.63107945786278,24.054190312878497,21.950672662443825,634.0377676478771,0.9903042923971039,798.072898016694,212.7534222642093,0.32378618281682925,0.23642347451852583,5.96917925920451,2025-04-13 00:45:00,Seed Sowing,0,Batch_001
85.70049814687552,23.877372772259974,21.875323028246395,634.0036807264208,0.990255821737298,794.2126421639321,212.66109500168056,0.3235523243771525,0.23416406938687026,5.969094131553678,2025-04-13 00:50:00,Seed Sowing,0,Batch_001
85.74874626814616,23.70641182334821,21.79734472541479,633.9305530872841,0.9901457762914432,790.1261791467622,212.51192037611955,0.32330894968910445,0.2279924265651253,5.96942894665594,2025-04-13 00:55:00,Seed Sowing,0,Batch_001
85.77339542170512,23.448308068317306,21.706252900473903,633.6474610843875,0.9897056903121338,785.7916423017915,212.0639319826522,0.3230564308055737,0.22017361851689746,5.972084971666581,2025-04-13 01:00:00,Seed Sowing,0,Batch_001
85.77151758152957,23.124460598746552,21.60451379423838,633.1858353840199,0.9889848184511518,781.2107407284007,211.3614796523043,0.3227950307695309,0.21224271885771967,5.976714851701721,2025-04-13 01:05:00,Seed Sowing,0,Batch_001
85.74086205210115,22.92684703725356,21.53117413087218,632.8035782558667,0.9883901596870893,776.3220123724253,210.7718212461008,0.3225253522872699,0.21102264999171247,5.980399628045253,2025-04-13 01:10:00,Seed Sowing,0,Batch_001
85.67924308951233,22.86155779147252,21.488725261744683,632.4976048344921,0.98791700545102,771.1135507563309,210.29073273374553,0.322247994627306,0.22283417005426673,5.983169621844806,2025-04-13 01:15:00,Seed Sowing,0,Batch_001
85.58525067868287,22.85115127775853,21.4602934347938,632.1609440028004,0.9873963285305201,765.611271512999,209.76561911448835,0.3219631645765088,0.24246500208738908,5.986240280791238,2025-04-13 01:20:00,Seed Sowing,0,Batch_001
85.45909181469985,22.946009161996837,21.45663795613488,631.8546737854069,0.9869245700078577,759.7938755621173,209.28350684852163,0.32167103728749546,0.2638854838257498,5.988918572350785,2025-04-13 01:25:00,Seed Sowing,0,Batch_001
85.30067610060301,23.00930885508469,21.45216222317383,631.377743168495,0.98618484231516,753.6819578660259,208.5585163731912,0.3213717047538198,0.27726892779051654,5.993469044301968,2025-04-13 01:30:00,Seed Sowing,0,Batch_001
85.10897401424748,23.034240892276486,21.445745468828207,630.7141199961892,0.9851518627500329,747.2722184644414,207.56782260974137,0.3210652162581834,0.272648891282243,6.000072144624171,2025-04-13 01:35:00,Seed Sowing,0,Batch_001
84.88370391468538,23.132463479721903,21.459715098006978,630.0118177392219,0.9840590894914966,740.5321611093274,206.5220542453685,0.32075202849478057,0.25559942664719715,6.007055585273783,2025-04-13 01:40:00,Seed Sowing,0,Batch_001
84.62491863799627,23.27549271182082,21.48903914885474,629.2232954269175,0.9828316079059252,733.4613608134932,205.35362040922732,0.32043267931337177,0.23440234156497333,6.014954009846314,2025-04-13 01:45:00,Seed Sowing,0,Batch_001
84.33222247789121,23.386928810497558,21.51356325520238,628.6849661745623,0.9819941878292299,732.4064714325148,204.70567528373832,0.3201075658438848,0.21757063468064064,6.020848205943723,2025-04-13 01:50:00,Seed Sowing,0,Batch_001
