cA_4,cD_4,cD_3,cD_2,cD_1
3317.8562288762832,-8.799368423646829,68.93844572588085,25.357839853331846,-14.027812091299214
3311.8965327540263,-35.60390849346196,212.23258962387055,93.78938094857615,-33.80015053007614
3292.8872990417885,-28.903338798851795,-128.1711207168448,28.398090913079905,94.21795353066746
3301.3010725844915,-49.73100650658428,-373.12850351841104,-59.954595925476916,10.398111340580138
3331.457097357141,100.22708418922906,-167.31339872623892,180.27326355841208,-121.1194352748604
3246.1612131702223,-153.38253907124894,125.95260203135489,96.45673839068866,53.79948745749393
2933.567458832329,-5591.831434712127,-24.92454040789417,-260.1047436920937,-38.41237364607007
4863.9012044167985,15547.56272650334,-64.12520783380107,-119.1200714814901,205.19248977827152
-5675.68481463509,-5382.5837984796335,-3.3559627555390534,55.042068357993145,118.81941614915769
32472.016561542507,1278.3352082074496,-69.84074592348314,330.6303750574378,-105.84269353246997
70376.449005647,-2296.4102319959493,-193.83777325387652,-118.38712278505226,34.4622455567848
72543.31774779191,-2909.6755318316605,11854.965548019434,-165.62205716040992,172.9269053733689
69672.40339840545,-3428.379908002512,-3435.041978813113,-82.93193385683611,-128.88256299573405
70438.1891785698,4616.364469574053,3004.5566605074564,-4.178511915792658,29.075688151027315
45812.94876517844,-44.71575983751694,622.9350695115895,-172.1214921808345,-181.25545982117583
25292.977801302968,258.4978900787934,700.6389574840832,122.45613221926564,143.24197741637877
25325.677180333874,-4110.101341121039,-141.48985115104693,-67.62985282798088,-137.88006977527252
27428.994417511116,2047.0075613074093,-461.36431407686626,-59.059336280711044,-8.909827675333975
14599.892812170125,-498.3678759838689,-1550.0931410615294,684.4490684577678,-223.19313366118237
2989.2346217446225,-134.5369299901666,-3697.700727030424,2350.282665018206,-43.08483503810187
3017.262465923818,-187.1721262564835,-3147.346356784302,-5577.29952898268,-92.09550710249314
2987.2776557583875,30.109033503412203,2945.5176056612204,-1603.0852514113074,299.52855153802705
3090.804749511517,-30.72706256305764,487.766489013219,-267.90519390528925,-129.92054247012817
2946.008344204614,-189.4855130672543,-229.46390093947264,1050.9242229413026,212.8652271421588
2700.355263204214,-6280.729079374688,-1708.4769688570557,-217.64542635918437,-66.76689782206088
5345.657865745564,14185.593462338493,-106.16989863874812,1508.6484034779828,386.55767430467785
-5471.681175944072,-4836.46084359535,-1090.808292259243,1887.0671834412474,69.18057904656752
32849.64374809485,1750.72237113209,261.11904012443244,52.41259802216092,154.75793506307392
68395.01470301829,-3359.375628789072,-1069.419727073503,-867.2301753241263,-11.741722685817399
71741.17771997859,-1364.1597370259824,-4649.890854823499,-2597.856768059356,88.63206328379975
69683.66706450112,-4414.022627118763,2018.3959602787627,-2887.849502471341,142.03144038476916
69496.09170439353,2152.4458280378726,-378.8454497853481,2779.9064188651087,206.5438149055793
46186.2681886301,-603.6438535684917,-14.05489718262287,2424.366143234598,6.002453623238792
28519.121703626177,3044.577316790186,34.004165487699325,1216.508847430294,-87.11959213345013
25022.725249071853,-5008.699209454507,-218.5716084916631,596.8715060592676,-48.02220974615418
